Name,Rank,Industry,Headquarters_State,Revenues,year
American Express,86,Diversified Financials,NY,,2018
Coca-Cola,87,Beverages,GA,,2018
Publix Super Markets,88,Food and Drug Stores,FL,,2018
Nike,89,Apparel,OR,,2018
Andeavor,90,Petroleum Refining,TX,,2018
World Fuel Services,91,Energy,FL,,2018
Exelon,92,Utilities: Gas and Electric,IL,,2018
Massachusetts Mutual Life Insurance,93,"Insurance: Life, Health (Mutual)",MA,,2018
Rite Aid,94,Food and Drug Stores,PA,,2018
ConocoPhillips,95,"Mining, Crude-Oil Production",TX,,2018
CHS,96,Food Production,MN,,2018
3M,97,Miscellaneous,MN,,2018
Time Warner,98,Entertainment,NY,,2018
General Dynamics,99,Aerospace and Defense,VA,,2018
USAA,100,Insurance: Property and Casualty (Stock),TX,,2018
Capital One Financial,101,Commercial Banks,VA,,2018
Deere,102,Construction and Farm Machinery,IL,,2018
INTL FCStone,103,Diversified Financials,NY,,2018
Northwestern Mutual,104,"Insurance: Life, Health (Mutual)",WI,,2018
Enterprise Products Partners,105,Pipelines,TX,,2018
Travelers Cos.,106,Insurance: Property and Casualty (Stock),NY,,2018
Hewlett Packard Enterprise,107,"Computers, Office Equipment",CA,,2018
Philip Morris International,108,Tobacco,NY,,2018
Twenty-First Century Fox,109,Entertainment,NY,,2018
AbbVie,110,Pharmaceuticals,IL,,2018
Abbott Laboratories,111,Medical Products and Equipment,IL,,2018
Progressive,112,Insurance: Property and Casualty (Stock),OH,,2018
Arrow Electronics,113,Wholesalers: Electronics and Office Equipment,CO,,2018
Kraft Heinz,114,Food Consumer Products,PA,,2018
Plains GP Holdings,115,Pipelines,TX,,2018
Gilead Sciences,116,Pharmaceuticals,CA,,2018
Mondelez International,117,Food Consumer Products,IL,,2018
Northrop Grumman,118,Aerospace and Defense,VA,,2018
Raytheon,119,Aerospace and Defense,MA,,2018
Macy's,120,General Merchandisers,OH,,2018
US Foods Holding,121,Wholesalers: Food and Grocery,IL,,2018
U.S. Bancorp,122,Commercial Banks,MN,,2018
Dollar General,123,Specialty Retailers: Other,TN,,2018
International Paper,124,"Packaging, Containers",TN,,2018
Duke Energy,125,Utilities: Gas and Electric,NC,,2018
Southern,126,Utilities: Gas and Electric,GA,,2018
Marriott International,127,"Hotels, Casinos, Resorts",MD,,2018
Avnet,128,Wholesalers: Electronics and Office Equipment,AZ,,2018
Eli Lilly,129,Pharmaceuticals,IN,,2018
Amgen,130,Pharmaceuticals,CA,,2018
McDonald's,131,Food Services,IL,,2018
Starbucks,132,Food Services,WA,,2018
Qualcomm,133,Semiconductors and Other Electronic Components,CA,,2018
Dollar Tree,134,Specialty Retailers: Other,VA,,2018
PBF Energy,135,Petroleum Refining,NJ,,2018
Icahn Enterprises,136,Diversified Financials,NY,,2018
Aflac,137,"Insurance: Life, Health (stock)",GA,,2018
AutoNation,138,"Automotive Retailing, Services",FL,,2018
Penske Automotive Group,139,"Automotive Retailing, Services",MI,,2018
Whirlpool,140,"Electronics, Electrical Equip.",MI,,2018
Union Pacific,141,Railroads,NE,,2018
Southwest Airlines,142,Airlines,TX,,2018
ManpowerGroup,143,Temporary Help,WI,,2018
Thermo Fisher Scientific,144,"Scientific,Photographic and Control Equipment",MA,,2018
Bristol-Myers Squibb,145,Pharmaceuticals,NY,,2018
Halliburton,146,"Oil and Gas Equipment, Services",TX,,2018
Tenet Healthcare,147,Health Care: Medical Facilities,TX,,2018
Lear,148,Motor Vehicles and Parts,MI,,2018
Cummins,149,Industrial Machinery,IN,,2018
Micron Technology,150,Semiconductors and Other Electronic Components,ID,,2018
Nucor,151,Metals,NC,,2018
Molina Healthcare,152,Health Care: Insurance and Managed Care,CA,,2018
Fluor,153,"Engineering, Construction",TX,,2018
Altria Group,154,Tobacco,VA,,2018
Paccar,155,Construction and Farm Machinery,WA,,2018
Hartford Financial Services,156,Insurance: Property and Casualty (Stock),CT,,2018
Kohl's,157,General Merchandisers,WI,,2018
Western Digital,158,"Computers, Office Equipment",CA,,2018
Jabil,159,Semiconductors and Other Electronic Components,FL,,2018
Community Health Systems,160,Health Care: Medical Facilities,TN,,2018
Visa,161,Financial Data Services,CA,,2018
Danaher,162,Medical Products and Equipment,DC,,2018
Kimberly-Clark,163,Household and Personal Products,TX,,2018
AECOM,164,"Engineering, Construction",CA,,2018
PNC Financial Services,165,Commercial Banks,PA,,2018
CenturyLink,166,Telecommunications,LA,,2018
NextEra Energy,167,Utilities: Gas and Electric,FL,,2018
PG&E Corp.,168,Utilities: Gas and Electric,CA,,2018
Synnex,169,Wholesalers: Electronics and Office Equipment,CA,,2018
WellCare Health Plans,170,Health Care: Insurance and Managed Care,FL,,2018
Performance Food Group,171,Wholesalers: Food and Grocery,VA,,2018
Sears Holdings,172,General Merchandisers,IL,,2018
Synchrony Financial,173,Diversified Financials,CT,,2018
CarMax,174,"Automotive Retailing, Services",VA,,2018
Bank of New York Mellon,175,Commercial Banks,NY,,2018
Freeport-McMoRan,176,"Mining, Crude-Oil Production",AZ,,2018
Genuine Parts,177,Wholesalers: Diversified,GA,,2018
Emerson Electric,178,Industrial Machinery,MO,,2018
DaVita,179,Health Care: Medical Facilities,CO,,2018
Supervalu,180,Food and Drug Stores,MN,,2018
Gap,181,Specialty Retailers: Apparel,CA,,2018
General Mills,182,Food Consumer Products,MN,,2018
Nordstrom,183,General Merchandisers,WA,,2018
Colgate-Palmolive,184,Household and Personal Products,NY,,2018
American Electric Power,185,Utilities: Gas and Electric,OH,,2018
XPO Logistics,186,Transportation and Logistics,CT,,2018
Goodyear Tire & Rubber,187,Motor Vehicles and Parts,OH,,2018
Omnicom Group,188,"Advertising, marketing",NY,,2018
CDW,189,Information Technology Services,IL,,2018
Sherwin-Williams,190,Chemicals,OH,,2018
PPG Industries,191,Chemicals,PA,,2018
Texas Instruments,192,Semiconductors and Other Electronic Components,TX,,2018
C.H. Robinson Worldwide,193,Transportation and Logistics,MN,,2018
WestRock,194,"Packaging, Containers",GA,,2018
Cognizant Technology Solutions,195,Information Technology Services,NJ,,2018
Newell Brands,196,"Home Equipment, Furnishings",NJ,,2018
CBS,197,Entertainment,NY,,2018
Envision Healthcare,198,Health Care: Pharmacy and Other Services,TN,,2018
Monsanto,199,Chemicals,MO,,2018
Aramark,200,Diversified Outsourcing Services,PA,,2018
Applied Materials,201,Semiconductors and Other Electronic Components,CA,,2018
Waste Management,202,Waste Management,TX,,2018
DISH Network,203,Telecommunications,CO,,2018
Illinois Tool Works,204,Industrial Machinery,IL,,2018
Lincoln National,205,"Insurance: Life, Health (stock)",PA,,2018
HollyFrontier,206,Petroleum Refining,TX,,2018
CBRE Group,207,Real estate,CA,,2018
Textron,208,Aerospace and Defense,RI,,2018
Ross Stores,209,Specialty Retailers: Apparel,CA,,2018
Principal Financial,210,"Insurance: Life, Health (stock)",IA,,2018
D.R. Horton,211,Homebuilders,TX,,2018
Marsh & McLennan,212,Diversified Financials,NY,,2018
Devon Energy,213,"Mining, Crude-Oil Production",OK,,2018
AES,214,Utilities: Gas and Electric,VA,,2018
Ecolab,215,Chemicals,MN,,2018
Land O'Lakes,216,Food Consumer Products,MN,,2018
Loews,217,Insurance: Property and Casualty (Stock),NY,,2018
Kinder Morgan,218,Pipelines,TX,,2018
FirstEnergy,219,Utilities: Gas and Electric,OH,,2018
Occidental Petroleum,220,"Mining, Crude-Oil Production",TX,,2018
Viacom,221,Entertainment,NY,,2018
PayPal Holdings,222,Financial Data Services,CA,,2018
NGL Energy Partners,223,Energy,OK,,2018
Celgene,224,Pharmaceuticals,NJ,,2018
Arconic,225,Aerospace and Defense,NY,,2018
Kellogg,226,Food Consumer Products,MI,,2018
Las Vegas Sands,227,"Hotels, Casinos, Resorts",NV,,2018
Stanley Black & Decker,228,"Home Equipment, Furnishings",CT,,2018
Booking Holdings,229,Internet Services and Retailing,CT,,2018
Lennar,230,Homebuilders,FL,,2018
L Brands,231,Specialty Retailers: Apparel,OH,,2018
DTE Energy,232,Utilities: Gas and Electric,MI,,2018
Dominion Energy,233,Utilities: Gas and Electric,VA,,2018
Reinsurance Group of America,234,"Insurance: Life, Health (stock)",MO,,2018
J.C. Penney,235,General Merchandisers,TX,,2018
Mastercard,236,Financial Data Services,NY,,2018
BlackRock,237,Securities,NY,,2018
Henry Schein,238,Wholesalers: Health Care,NY,,2018
Guardian Life Ins. Co. of America,239,"Insurance: Life, Health (Mutual)",NY,,2018
Stryker,240,Medical Products and Equipment,MI,,2018
Jefferies Financial Group,241,Diversified Financials,NY,,2018
VF,242,Apparel,NC,,2018
ADP,243,Diversified Outsourcing Services,NJ,,2018
Edison International,244,Utilities: Gas and Electric,CA,,2018
Biogen,245,Pharmaceuticals,MA,,2018
United States Steel,246,Metals,PA,,2018
Core-Mark Holding,247,Wholesalers: Food and Grocery,CA,,2018
Bed Bath & Beyond,248,Specialty Retailers: Other,NJ,,2018
Oneok,249,Pipelines,OK,,2018
BB&T Corp.,250,Commercial Banks,NC,,2018
Becton Dickinson,251,Medical Products and Equipment,NJ,,2018
Ameriprise Financial,252,Diversified Financials,MN,,2018
Farmers Insurance Exchange,253,Insurance: Property and Casualty (Mutual),CA,,2018
First Data,254,Financial Data Services,NY,,2018
Consolidated Edison,255,Utilities: Gas and Electric,NY,,2018
Parker-Hannifin,256,Industrial Machinery,OH,,2018
Anadarko Petroleum,257,"Mining, Crude-Oil Production",TX,,2018
Estee Lauder,258,Household and Personal Products,NY,,2018
State Street Corp.,259,Commercial Banks,MA,,2018
Tesla,260,Motor Vehicles and Parts,CA,,2018
Netflix,261,Internet Services and Retailing,CA,,2018
Alcoa,262,Metals,PA,,2018
Discover Financial Services,263,Commercial Banks,IL,,2018
Praxair,264,Chemicals,CT,,2018
CSX,265,Railroads,FL,,2018
Xcel Energy,266,Utilities: Gas and Electric,MN,,2018
Unum Group,267,"Insurance: Life, Health (stock)",TN,,2018
Universal Health Services,268,Health Care: Medical Facilities,PA,,2018
NRG Energy,269,Energy,NJ,,2018
EOG Resources,270,"Mining, Crude-Oil Production",TX,,2018
Sempra Energy,271,Utilities: Gas and Electric,CA,,2018
"Toys ""R"" Us",272,Specialty Retailers: Other,NJ,,2018
Group 1 Automotive,273,"Automotive Retailing, Services",TX,,2018
Entergy,274,Utilities: Gas and Electric,LA,,2018
Molson Coors Brewing,275,Beverages,CO,,2018
L3 Technologies,276,Aerospace and Defense,NY,,2018
Ball,277,"Packaging, Containers",CO,,2018
AutoZone,278,Specialty Retailers: Other,TN,,2018
Murphy USA,279,Specialty Retailers: Other,AR,,2018
MGM Resorts International,280,"Hotels, Casinos, Resorts",NV,,2018
Office Depot,281,Specialty Retailers: Other,FL,,2018
Huntsman,282,Chemicals,TX,,2018
Baxter International,283,Medical Products and Equipment,IL,,2018
Norfolk Southern,284,Railroads,VA,,2018
salesforce.com,285,Computer Software,CA,,2018
Laboratory Corp. of America,286,Health Care: Pharmacy and Other Services,NC,,2018
W.W. Grainger,287,Wholesalers: Diversified,IL,,2018
Qurate Retail,288,Internet Services and Retailing,CO,,2018
Autoliv,289,Motor Vehicles and Parts,MI,,2018
Live Nation Entertainment,290,Entertainment,CA,,2018
Xerox,291,"Computers, Office Equipment",CT,,2018
Leidos Holdings,292,Information Technology Services,VA,,2018
Corning,293,"Electronics, Electrical Equip.",NY,,2018
Lithia Motors,294,"Automotive Retailing, Services",OR,,2018
Expedia Group,295,Internet Services and Retailing,WA,,2018
Republic Services,296,Waste Management,AZ,,2018
Jacobs Engineering Group,297,"Engineering, Construction",TX,,2018
Sonic Automotive,298,"Automotive Retailing, Services",NC,,2018
Ally Financial,299,Diversified Financials,MI,,2018
LKQ,300,Wholesalers: Diversified,IL,,2018
BorgWarner,301,Motor Vehicles and Parts,MI,,2018
Fidelity National Financial,302,Insurance: Property and Casualty (Stock),FL,,2018
SunTrust Banks,303,Commercial Banks,GA,,2018
IQVIA Holdings,304,Health Care: Pharmacy and Other Services,NC,,2018
Reliance Steel & Aluminum,305,Metals,CA,,2018
Nvidia,306,Semiconductors and Other Electronic Components,CA,,2018
Voya Financial,307,Diversified Financials,NY,,2018
CenterPoint Energy,308,Utilities: Gas and Electric,TX,,2018
eBay,309,Internet Services and Retailing,CA,,2018
Eastman Chemical,310,Chemicals,TN,,2018
American Family Insurance Group,311,Insurance: Property and Casualty (Stock),WI,,2018
Steel Dynamics,312,Metals,IN,,2018
Pacific Life,313,"Insurance: Life, Health (stock)",CA,,2018
Chesapeake Energy,314,"Mining, Crude-Oil Production",OK,,2018
Mohawk Industries,315,"Home Equipment, Furnishings",GA,,2018
Quanta Services,316,"Engineering, Construction",TX,,2018
Advance Auto Parts,317,Specialty Retailers: Other,VA,,2018
Owens & Minor,318,Wholesalers: Health Care,VA,,2018
United Natural Foods,319,Wholesalers: Food and Grocery,RI,,2018
Tenneco,320,Motor Vehicles and Parts,IL,,2018
Conagra Brands,321,Food Consumer Products,IL,,2018
GameStop,322,Specialty Retailers: Other,TX,,2018
Hormel Foods,323,Food Consumer Products,MN,,2018
Hilton Worldwide Holdings,324,"Hotels, Casinos, Resorts",VA,,2018
Frontier Communications,325,Telecommunications,CT,,2018
Fidelity National Information Services,326,Financial Data Services,FL,,2018
Public Service Enterprise Group,327,Utilities: Gas and Electric,NJ,,2018
Boston Scientific,328,Medical Products and Equipment,MA,,2018
O'Reilly Automotive,329,Specialty Retailers: Other,MO,,2018
Charles Schwab,330,Securities,CA,,2018
Global Partners,331,Wholesalers: Diversified,MA,,2018
PVH,332,Apparel,NY,,2018
Avis Budget Group,333,"Automotive Retailing, Services",NJ,,2018
Targa Resources,334,Pipelines,TX,,2018
Hertz Global Holdings,335,"Automotive Retailing, Services",FL,,2018
Calpine,336,Energy,TX,,2018
Mutual of Omaha Insurance,337,"Insurance: Life, Health (stock)",NE,,2018
Crown Holdings,338,"Packaging, Containers",PA,,2018
Peter Kiewit Sons',339,"Engineering, Construction",NE,,2018
Dick's Sporting Goods,340,Specialty Retailers: Other,PA,,2018
PulteGroup,341,Homebuilders,GA,,2018
Navistar International,342,Construction and Farm Machinery,IL,,2018
Thrivent Financial for Lutherans,343,"Insurance: Life, Health (Mutual)",MN,,2018
DCP Midstream,344,Pipelines,CO,,2018
Air Products & Chemicals,345,Chemicals,PA,,2018
Veritiv,346,Wholesalers: Diversified,GA,,2018
AGCO,347,Construction and Farm Machinery,GA,,2018
Genworth Financial,348,"Insurance: Life, Health (stock)",VA,,2018
Univar,349,Wholesalers: Diversified,IL,,2018
News Corp.,350,"Publishing, Printing",NY,,2018
SpartanNash,351,Wholesalers: Food and Grocery,MI,,2018
Westlake Chemical,352,Chemicals,TX,,2018
Williams,353,Energy,OK,,2018
Lam Research,354,Semiconductors and Other Electronic Components,CA,,2018
Alaska Air Group,355,Airlines,WA,,2018
Jones Lang LaSalle,356,Real estate,IL,,2018
Anixter International,357,Wholesalers: Electronics and Office Equipment,IL,,2018
Campbell Soup,358,Food Consumer Products,NJ,,2018
Interpublic Group,359,"Advertising, marketing",NY,,2018
Dover,360,Industrial Machinery,IL,,2018
Zimmer Biomet Holdings,361,Medical Products and Equipment,IN,,2018
Dean Foods,362,Food Consumer Products,TX,,2018
Foot Locker,363,Specialty Retailers: Apparel,NY,,2018
Eversource Energy,364,Utilities: Gas and Electric,MA,,2018
Alliance Data Systems,365,Financial Data Services,TX,,2018
Fifth Third Bancorp,366,Commercial Banks,OH,,2018
Quest Diagnostics,367,Health Care: Pharmacy and Other Services,NJ,,2018
EMCOR Group,368,"Engineering, Construction",CT,,2018
W.R. Berkley,369,Insurance: Property and Casualty (Stock),CT,,2018
WESCO International,370,Wholesalers: Diversified,PA,,2018
Coty,371,Household and Personal Products,NY,,2018
WEC Energy Group,372,Utilities: Gas and Electric,WI,,2018
Masco,373,"Home Equipment, Furnishings",MI,,2018
DXC Technology,374,Information Technology Services,VA,,2018
Auto-Owners Insurance,375,Insurance: Property and Casualty (Mutual),MI,,2018
Jones Financial (Edward Jones),376,Securities,MO,,2018
Liberty Media,377,Entertainment,CO,,2018
Erie Insurance Group,378,Insurance: Property and Casualty (Mutual),PA,,2018
Hershey,379,Food Consumer Products,PA,,2018
PPL,380,Utilities: Gas and Electric,PA,,2018
Huntington Ingalls Industries,381,Aerospace and Defense,VA,,2018
Mosaic,382,Chemicals,MN,,2018
J.M. Smucker,383,Food Consumer Products,OH,,2018
Delek US Holdings,384,Petroleum Refining,TN,,2018
Newmont Mining,385,"Mining, Crude-Oil Production",CO,,2018
Constellation Brands,386,Beverages,NY,,2018
Ryder System,387,"Trucking, Truck Leasing",FL,,2018
National Oilwell Varco,388,"Oil and Gas Equipment, Services",TX,,2018
Adobe Systems,389,Computer Software,CA,,2018
LifePoint Health,390,Health Care: Medical Facilities,TN,,2018
Tractor Supply,391,Specialty Retailers: Other,TN,,2018
Thor Industries,392,Motor Vehicles and Parts,IN,,2018
Dana,393,Motor Vehicles and Parts,OH,,2018
Weyerhaeuser,394,Forest and Paper Products,WA,,2018
J.B. Hunt Transport Services,395,"Trucking, Truck Leasing",AR,,2018
Darden Restaurants,396,Food Services,FL,,2018
Yum China Holdings,397,Food Services,TX,,2018
Blackstone Group,398,Diversified Financials,NY,,2018
Berry Global Group,399,"Packaging, Containers",IN,,2018
Builders FirstSource,400,"Building Materials, Glass",TX,,2018
Activision Blizzard,401,Entertainment,CA,,2018
JetBlue Airways,402,Airlines,NY,,2018
Amphenol,403,Network and Other Communications Equipment,CT,,2018
A-Mark Precious Metals,404,Miscellaneous,CA,,2018
Spirit AeroSystems Holdings,405,Aerospace and Defense,KS,,2018
R.R. Donnelley & Sons,406,"Publishing, Printing",IL,,2018
Harris,407,Aerospace and Defense,FL,,2018
Expeditors Intl. of Washington,408,Transportation and Logistics,WA,,2018
Discovery,409,Entertainment,MD,,2018
Owens-Illinois,410,"Packaging, Containers",OH,,2018
Sanmina,411,Semiconductors and Other Electronic Components,CA,,2018
KeyCorp,412,Commercial Banks,OH,,2018
American Financial Group,413,Insurance: Property and Casualty (Stock),OH,,2018
Oshkosh,414,Construction and Farm Machinery,WI,,2018
Rockwell Collins,415,Aerospace and Defense,IA,,2018
Kindred Healthcare,416,Health Care: Medical Facilities,KY,,2018
Insight Enterprises,417,Information Technology Services,AZ,,2018
Dr Pepper Snapple Group,418,Beverages,TX,,2018
American Tower,419,Real estate,MA,,2018
Fortive,420,Industrial Machinery,WA,,2018
Ralph Lauren,421,Apparel,NY,,2018
Spectrum Brands Holdings,422,Household and Personal Products,NY,,2018
Ascena Retail Group,423,Specialty Retailers: Apparel,NJ,,2018
United Rentals,424,Miscellaneous,CT,,2018
Casey's General Stores,425,Specialty Retailers: Other,IA,,2018
Graybar Electric,426,Wholesalers: Diversified,MO,,2018
Avery Dennison,427,"Packaging, Containers",CA,,2018
MasTec,428,"Engineering, Construction",FL,,2018
CMS Energy,429,Utilities: Gas and Electric,MI,,2018
HD Supply Holdings,430,Wholesalers: Diversified,GA,,2018
Raymond James Financial,431,Securities,FL,,2018
NCR,432,"Computers, Office Equipment",GA,,2018
Hanesbrands,433,Apparel,NC,,2018
Asbury Automotive Group,434,"Automotive Retailing, Services",GA,,2018
Citizens Financial Group,435,Commercial Banks,RI,,2018
Packaging Corp. of America,436,"Packaging, Containers",IL,,2018
Alleghany,437,Insurance: Property and Casualty (Stock),NY,,2018
Apache,438,"Mining, Crude-Oil Production",TX,,2018
Dillard's,439,General Merchandisers,AR,,2018
Assurant,440,Insurance: Property and Casualty (Stock),NY,,2018
Franklin Resources,441,Securities,CA,,2018
Owens Corning,442,"Building Materials, Glass",OH,,2018
Motorola Solutions,443,Network and Other Communications Equipment,IL,,2018
NVR,444,Homebuilders,VA,,2018
Rockwell Automation,445,"Electronics, Electrical Equip.",WI,,2018
TreeHouse Foods,446,Food Consumer Products,IL,,2018
Wynn Resorts,447,"Hotels, Casinos, Resorts",NV,,2018
Olin,448,Chemicals,MO,,2018
American Axle & Manufacturing,449,Motor Vehicles and Parts,MI,,2018
Old Republic International,450,Insurance: Property and Casualty (Stock),IL,,2018
Chemours,451,Chemicals,DE,,2018
iHeartMedia,452,Entertainment,TX,,2018
Ameren,453,Utilities: Gas and Electric,MO,,2018
Arthur J. Gallagher,454,Diversified Financials,IL,,2018
Celanese,455,Chemicals,TX,,2018
Sealed Air,456,"Packaging, Containers",NC,,2018
UGI,457,Energy,PA,,2018
Realogy Holdings,458,Real estate,NJ,,2018
Burlington Stores,459,Specialty Retailers: Apparel,NJ,,2018
Regions Financial,460,Commercial Banks,AL,,2018
AK Steel Holding,461,Metals,OH,,2018
Securian Financial Group,462,"Insurance: Life, Health (stock)",MN,,2018
S&P Global,463,Financial Data Services,NY,,2018
Markel,464,Insurance: Property and Casualty (Stock),VA,,2018
TravelCenters of America,465,Specialty Retailers: Other,OH,,2018
Conduent,466,Diversified Outsourcing Services,NJ,,2018
M&T Bank Corp.,467,Commercial Banks,NY,,2018
Clorox,468,Household and Personal Products,CA,,2018
AmTrust Financial Services,469,Insurance: Property and Casualty (Stock),NY,,2018
KKR,470,Securities,NY,,2018
Ulta Beauty,471,Specialty Retailers: Other,IL,,2018
Yum Brands,472,Food Services,KY,,2018
Regeneron Pharmaceuticals,473,Pharmaceuticals,NY,,2018
Windstream Holdings,474,Telecommunications,AR,,2018
Magellan Health,475,Health Care: Insurance and Managed Care,AZ,,2018
Western & Southern Financial,476,"Insurance: Life, Health (Mutual)",OH,,2018
Intercontinental Exchange,477,Securities,GA,,2018
Ingredion,478,Food Production,IL,,2018
Wyndham Destinations,479,"Hotels, Casinos, Resorts",NJ,,2018
Toll Brothers,480,Homebuilders,PA,,2018
Seaboard,481,Food Production,KS,,2018
Booz Allen Hamilton,482,Information Technology Services,VA,,2018
First American Financial,483,Insurance: Property and Casualty (Stock),CA,,2018
Cincinnati Financial,484,Insurance: Property and Casualty (Stock),OH,,2018
Avon Products,485,Household and Personal Products,NY,,2018
Northern Trust,486,Commercial Banks,IL,,2018
Fiserv,487,Financial Data Services,WI,,2018
Harley-Davidson,488,Transportation Equipment,WI,,2018
Cheniere Energy,489,Energy,TX,,2018
Patterson,490,Wholesalers: Health Care,MN,,2018
Peabody Energy,491,"Mining, Crude-Oil Production",MO,,2018
ON Semiconductor,492,Semiconductors and Other Electronic Components,AZ,,2018
Simon Property Group,493,Real estate,IN,,2018
Western Union,494,Financial Data Services,CO,,2018
NetApp,495,"Computers, Office Equipment",CA,,2018
Polaris Industries,496,Transportation Equipment,MN,,2018
Pioneer Natural Resources,497,"Mining, Crude-Oil Production",TX,,2018
ABM Industries,498,Diversified Outsourcing Services,NY,,2018
Vistra Energy,499,Energy,TX,,2018
Cintas,500,Diversified Outsourcing Services,OH,,2018
Hess,501,"Mining, Crude-Oil Production",NY,,2018
Host Hotels & Resorts,502,Real estate,MD,,2018
Kelly Services,503,Temporary Help,MI,,2018
Genesis Healthcare,504,Health Care: Medical Facilities,PA,,2018
Michaels Cos.,505,Specialty Retailers: Other,TX,,2018
Advanced Micro Devices,506,Semiconductors and Other Electronic Components,CA,,2018
Zoetis,507,Pharmaceuticals,NJ,,2018
Williams-Sonoma,508,Specialty Retailers: Other,CA,,2018
Fortune Brands Home & Security,509,"Home Equipment, Furnishings",IL,,2018
Big Lots,510,Specialty Retailers: Other,OH,,2018
Robert Half International,511,Temporary Help,CA,,2018
Post Holdings,512,Food Consumer Products,MO,,2018
Hasbro,513,"Toys, Sporting Goods",RI,,2018
Hanover Insurance Group,514,Insurance: Property and Casualty (Stock),MA,,2018
Navient,515,Diversified Financials,DE,,2018
Intuit,516,Computer Software,CA,,2018
Domtar,517,Forest and Paper Products,SC,,2018
Marathon Oil,518,"Mining, Crude-Oil Production",TX,,2018
Cerner,519,Health Care: Pharmacy and Other Services,MO,,2018
Analog Devices,520,Semiconductors and Other Electronic Components,MA,,2018
Telephone & Data Systems,521,Telecommunications,IL,,2018
Essendant,522,Wholesalers: Electronics and Office Equipment,IL,,2018
Sonoco Products,523,"Packaging, Containers",SC,,2018
Juniper Networks,524,Network and Other Communications Equipment,CA,,2018
Commercial Metals,525,Metals,TX,,2018
CSRA,526,Information Technology Services,VA,,2018
Under Armour,527,Apparel,MD,,2018
RPM International,528,Chemicals,OH,,2018
Total System Services,529,Financial Data Services,GA,,2018
Levi Strauss,530,Apparel,CA,,2018
Brunswick,531,Transportation Equipment,IL,,2018
YRC Worldwide,532,"Trucking, Truck Leasing",KS,,2018
Mattel,533,"Toys, Sporting Goods",CA,,2018
FM Global,534,Insurance: Property and Casualty (Stock),RI,,2018
NiSource,535,Utilities: Gas and Electric,IN,,2018
Caesars Entertainment,536,"Hotels, Casinos, Resorts",NV,,2018
Electronic Arts,537,Entertainment,CA,,2018
Dynegy,538,Energy,TX,,2018
McCormick,539,Food Consumer Products,MD,,2018
T. Rowe Price,540,Securities,MD,,2018
Orbital ATK,541,Aerospace and Defense,VA,,2018
Tutor Perini,542,"Engineering, Construction",CA,,2018
Brookdale Senior Living,543,Health Care: Medical Facilities,TN,,2018
Huntington Bancshares,544,Commercial Banks,OH,,2018
Wayfair,545,Internet Services and Retailing,MA,,2018
Rush Enterprises,546,"Automotive Retailing, Services",TX,,2018
Xylem,547,Industrial Machinery,NY,,2018
Neiman Marcus Group,548,Specialty Retailers: Apparel,TX,,2018
Hyatt Hotels,549,"Hotels, Casinos, Resorts",IL,,2018
Sprouts Farmers Market,550,Food and Drug Stores,AZ,,2018
Diebold Nixdorf,551,"Computers, Office Equipment",OH,,2018
Roper Technologies,552,"Scientific,Photographic and Control Equipment",FL,,2018
Smart & Final Stores,553,Food and Drug Stores,CA,,2018
CommScope Holding,554,Network and Other Communications Equipment,NC,,2018
Tapestry,555,Apparel,NY,,2018
Diplomat Pharmacy,556,Health Care: Pharmacy and Other Services,MI,,2018
Chipotle Mexican Grill,557,Food Services,CO,,2018
Agilent Technologies,558,"Scientific,Photographic and Control Equipment",CA,,2018
Science Applications International,559,Information Technology Services,VA,,2018
MDU Resources Group,560,Energy,ND,,2018
Select Medical Holdings,561,Health Care: Medical Facilities,PA,,2018
Boise Cascade,562,Wholesalers: Diversified,ID,,2018
National General Holdings,563,Insurance: Property and Casualty (Stock),NY,,2018
SCANA,564,Utilities: Gas and Electric,SC,,2018
Graphic Packaging Holding,565,"Packaging, Containers",GA,,2018
Fastenal,566,Wholesalers: Diversified,MN,,2018
Schneider National,567,"Trucking, Truck Leasing",WI,,2018
Laureate Education,568,Education,MD,,2018
Beacon Roofing Supply,569,Wholesalers: Diversified,VA,,2018
KB Home,570,Homebuilders,CA,,2018
Equinix,571,Real estate,CA,,2018
Terex,572,Construction and Farm Machinery,CT,,2018
Crown Castle International,573,Real estate,TX,,2018
CACI International,574,Information Technology Services,VA,,2018
Watsco,575,Wholesalers: Diversified,FL,,2018
Coca-Cola Bottling,576,Beverages,NC,,2018
Welltower,577,Real estate,OH,,2018
ADT,578,Diversified Outsourcing Services,FL,,2018
Ametek,579,"Scientific,Photographic and Control Equipment",PA,,2018
CNO Financial Group,580,"Insurance: Life, Health (stock)",IN,,2018
Camping World Holdings,581,"Automotive Retailing, Services",IL,,2018
LPL Financial Holdings,582,Securities,MA,,2018
Noble Energy,583,"Mining, Crude-Oil Production",TX,,2018
Bloomin' Brands,584,Food Services,FL,,2018
Moody's,585,Financial Data Services,NY,,2018
Symantec,586,Computer Software,CA,,2018
Amkor Technology,587,Semiconductors and Other Electronic Components,AZ,,2018
Skechers U.S.A.,588,Apparel,CA,,2018
KBR,589,"Engineering, Construction",TX,,2018
Tiffany,590,Specialty Retailers: Other,NY,,2018
Torchmark,591,"Insurance: Life, Health (stock)",TX,,2018
Broadridge Financial Solutions,592,Financial Data Services,NY,,2018
Quad/Graphics,593,"Publishing, Printing",WI,,2018
